#ATNF Pulsar Catalogue
#Catalogue Version: 2.7.0
#;PSRJ;RAJ;DECJ;Gl;Gb;P0;P1;F0;F1;DM;RM;W50;BINARY;DIST;ZZ;XX;YY;ASSOC;DISC.;PSR;NGLT;AGE;BSURF;EDOT;
;;(hms);(dms);(deg);(deg);(s);;(Hz);(s^-2);(cm^-3pc);(radm^-2);(ms);(type);(kpc);(kpc);(kpc);(kpc);;DATE;TYPE;;(Yr);(G);(ergs/s);
2456;J1828-1057;18:28:33.2;-10:57:26.9;20.587;0.024;0.246333;2.07e-14;4.059541;-3.411e-13;249.00;*;15.000;*;3.648;0.002;1.283;5.085;*;2004;*;*;1.89e+05;2.28e+12;5.47e+34;
2457;J1828-1101;18:28:18.8;-11:01:50.8;20.495;0.043;0.072062;1.48e-14;13.876998;-2.850e-12;605.40;66.40;7.500;*;4.770;0.004;1.670;4.032;GRS:4FGL_J1828.4-1059[aab+22];2002;HE[mhl+02],HE[aab+22];*;7.71e+04;1.05e+12;1.56e+36;
2458;J1828-1336;18:28:42.8;-13:36:45;18.254;-1.243;0.860332;9.92e-16;1.162342;-1.340e-15;494.70;*;34.600;*;7.951;-0.172;2.490;0.951;*;2002;*;*;1.37e+07;9.35e+11;6.15e+31;
2459;J1828-2119;18:28:21.5;-21:19:56;11.358;-4.734;0.514523;1.27e-15;1.943547;-4.785e-15;268.00;-263.00;24.000;*;17.964;-1.483;3.526;-9.052;*;2006;*;*;6.44e+06;8.17e+11;3.67e+32;
2460;J1829+0000;18:29:47.1;+00:00:08.5;30.460;4.817;0.199147;5.25e-16;5.021406;-1.323e-14;116.80;-53.00;16.000;*;4.353;0.366;2.199;4.761;*;2006;*;*;6.01e+06;3.27e+11;2.62e+33;
2461;J1829+2456;18:29:34.6;+24:56:18.1;53.343;15.612;0.041010;5.25e-20;24.384401;-3.122e-17;13.70;0.20;0.400;BT;0.909;0.245;0.702;7.977;*;2004;*;*;1.24e+10;1.48e+09;3.01e+31;
2462;J1829+25;18:29;+25;53.348;15.757;2.857000;*;0.350018;*;74.00;*;34.000;*;8.926;2.424;6.892;3.372;*;2020;*;*;*;*;*;
2463;J1829-0116_P;18:29:44.0;-01:16;29.322;4.247;1.653200;*;0.604887;*;189.90;*;*;*;7.496;0.555;3.661;1.982;*;2025;*;*;*;*;*;
2464;J1829-0235_P;18:29:35.0;-02:35;28.133;3.675;0.007430;*;134.589502;*;103.30;*;*;*;3.553;0.228;1.672;5.373;*;2025;*;*;*;*;*;
2465;J1829-0734;18:29:05.3;-07:34:20.1;23.647;1.479;0.318404;4.80e-15;3.140664;-4.732e-14;317.64;251.00;5.000;*;6.111;0.158;2.450;2.904;*;2003;*;*;1.05e+06;1.25e+12;5.87e+33;
2466;J1829-1011;18:29:06.0;-10:11:25;21.329;0.262;0.829166;-5.00e-18;1.206031;7.273e-18;610.00;*;98.800;*;4.938;0.023;1.796;3.900;*;2015;*;*;*;*;*;
2467;J1829-1751;18:29:43.1;-17:51:03.9;14.604;-3.418;0.307138;5.55e-15;3.255870;-5.885e-14;216.83;304.85;14.000;*;5.937;-0.354;1.494;2.765;*;1972;*;*;8.77e+05;1.32e+12;7.56e+33;
2468;J1830-0052;18:30:30.7;-00:52:54.0;29.755;4.251;0.345698;2.37e-16;2.892698;-1.980e-15;220.40;245.00;10.500;*;10.252;0.760;5.074;-0.376;*;2006;*;*;2.31e+07;2.89e+11;2.26e+32;
2469;J1830-0106_P;18:30:07.5;-01:06;29.516;4.237;0.001760;*;568.181818;*;149.40;*;*;*;4.957;0.366;2.435;4.198;*;2025;*;*;*;*;*;
2470;J1830-0131;18:30:19.6;-01:31:48.1;29.156;3.995;0.457539;6.28e-15;2.185605;-3.000e-14;97.77;134.90;nan;*;3.547;0.247;1.724;5.410;*;2006;*;*;1.15e+06;1.72e+12;2.59e+33;
2471;J1830-0156_P;18:30:40.8;-01:56;28.838;3.731;0.007520;*;132.978723;*;242.30;*;*;*;10.035;0.653;4.830;-0.272;*;2025;*;*;*;*;*;
2472;J1830-0206_P;18:30:40.8;-02:06;28.689;3.654;1.055340;*;0.947562;*;221.90;*;*;*;8.073;0.515;3.868;1.432;*;2025;*;*;*;*;*;
2473;J1830-0231_P;18:30:20.0;-02:31;28.279;3.540;*;*;*;*;150.70;*;*;*;4.396;0.271;2.079;4.636;*;2025;RRAT[hzw+25];*;*;*;*;
2474;J1830-09;18:30:36;-9:08;22.437;0.424;0.695490;*;1.437835;*;309.00;*;13.400;*;4.094;0.030;1.562;4.716;*;2024;*;*;*;*;*;
2475;J1830-10;18:30:06;-10:39;21.036;-0.169;0.245260;*;4.077306;*;203.00;*;5.360;*;3.420;-0.010;1.228;5.308;*;2015;*;*;*;*;*;
2476;J1830-1059;18:30:47.4;-10:59:26.5;20.812;-0.477;0.405094;5.99e-14;2.468563;-3.652e-13;159.70;44.72;3.200;*;3.146;-0.026;1.118;5.559;*;1987;*;1;1.07e+05;4.99e+12;3.56e+34;
2477;J1830-1135;18:30:01.7;-11:35:32;20.193;-0.590;6.221553;4.77e-14;0.160732;-1.234e-15;257.00;249.00;62.200;*;3.757;-0.039;1.297;4.974;*;2002;*;1;2.06e+06;1.74e+13;7.83e+30;
2478;J1830-1313;18:30:41.9;-13:13:16.2;18.824;-1.490;0.747188;1.71e-15;1.338352;-3.070e-15;537.00;*;38.000;*;12.624;-0.328;4.072;-3.445;*;2009;*;*;6.91e+06;1.15e+12;1.62e+32;
2479;J1830-14;18:30:06;-14:34;17.563;-1.983;0.399848;*;2.500948;*;297.00;*;20.000;*;5.643;-0.195;1.702;3.123;*;2024;*;*;*;*;*;
2480;J1830-1414;18:30:00.3;-14:14:37;17.839;-1.813;0.771493;7.62e-17;1.296189;-1.280e-16;393.60;*;10.000;*;10.101;-0.320;3.093;-1.111;*;2006;*;*;1.60e+08;2.45e+11;6.55e+30;
2481;J1831+0101_P;18:31:38.8;+01:01;31.579;4.867;0.182280;*;5.486065;*;173.00;*;*;*;7.870;0.668;4.106;1.820;*;2025;*;*;*;*;*;
2482;J1831+0204_P;18:31:19.8;+02:04;32.481;5.416;0.002080;*;480.769231;*;115.20;*;*;*;4.826;0.455;2.580;4.447;*;2025;*;*;*;*;*;
2483;J1831+0222_P;18:31:45.3;+02:22;32.798;5.457;2.315140;*;0.431939;*;160.00;*;*;*;8.372;0.796;4.514;1.495;*;2025;*;*;*;*;*;
2484;J1831+0304_P;18:31:23.0;+03:04;33.382;5.858;0.837120;*;1.194572;*;158.90;*;*;*;9.363;0.956;5.125;0.723;*;2025;*;*;*;*;*;
2485;J1831-04;18:31:00;-04:29;26.607;2.486;1.065578;*;0.938458;*;216.00;*;15.300;*;4.910;0.213;2.197;4.114;*;2020;*;*;*;*;*;
2486;J1831-0823;18:31:36.3;-08:23:23.3;23.211;0.548;0.612133;3.14e-16;1.633631;-8.370e-16;246.27;59.90;13.000;*;3.888;0.037;1.532;4.927;*;2004;*;*;3.09e+07;4.43e+11;5.40e+31;
2487;J1831-0941;18:31:25.1;-09:41:53.2;22.030;-0.016;0.300872;8.56e-14;3.323676;-9.457e-13;370.10;*;25.700;*;4.171;-0.001;1.564;4.634;SNR:G22.0+0.0[tsc+24],PWN:G22.045-0.028[;2024;*;*;5.57e+04;5.14e+12;1.24e+35;
2488;J1831-0952;18:31:34.3;-09:52:01.7;21.897;-0.128;0.067267;8.32e-15;14.866165;-1.840e-12;247.00;0.20;10.000;*;3.683;-0.008;1.374;5.083;GRS:4FGL_J1830.8-0947[aab+22];2006;HE[lfl+06],HE[aab+22];*;1.28e+05;7.57e+11;1.08e+36;
2489;J1831-1223;18:31:12.8;-12:23:31;19.618;-1.217;2.857941;5.47e-15;0.349902;-6.700e-16;342.00;-41.00;92.100;*;4.876;-0.104;1.637;3.908;*;2002;*;*;8.27e+06;4.00e+12;9.26e+30;
2490;J1831-1329;18:31:55.9;-13:29:56;18.716;-1.884;2.165679;2.99e-15;0.461749;-6.370e-16;338.00;374.00;47.100;*;6.314;-0.208;2.025;2.523;*;2002;*;*;1.15e+07;2.57e+12;1.16e+31;
2491;J1831-1423;18:31:29.1;-14:23:46;17.870;-2.201;0.507945;1.09e-15;1.968716;-4.243e-15;352.00;*;23.000;*;10.124;-0.389;3.104;-1.128;*;2004;*;*;7.35e+06;7.55e+11;3.30e+32;
2492;J1832+0029;18:32:50.7;+00:29:27;31.247;4.360;0.533918;1.55e-15;1.872948;-5.446e-15;32.70;-20.00;7.000;*;1.120;0.085;0.579;7.545;*;2006;*;*;5.45e+06;9.21e+11;4.03e+32;
2493;J1832+0113_P;18:32:49.0;+01:13;31.891;4.698;0.006340;*;157.728707;*;81.80;*;*;*;3.262;0.267;1.718;5.740;*;2025;*;*;*;*;*;
2494;J1832+0204_P;18:32:54.3;+02:04;32.661;5.065;1.212790;*;0.824545;*;226.40;*;*;*;15.295;1.350;8.222;-4.326;*;2025;*;*;*;*;*;
2495;J1832+27;18:32:10;+27:58;56.479;16.252;0.631800;*;1.582779;*;48.00;61.70;21.900;*;3.972;1.112;3.179;6.394;*;2017;*;*;*;*;*;
2496;J1832-0644;18:32:42.6;-06:44:00.5;24.807;1.070;0.744321;3.70e-14;1.343507;-6.683e-14;573.04;219.00;28.000;*;10.215;0.191;4.285;-0.771;*;2002;*;*;3.19e+05;5.31e+12;3.54e+33;
2497;J1832-0827;18:32:37.0;-08:27:04.0;23.272;0.298;0.647326;6.39e-14;1.544818;-1.525e-13;301.19;15.06;5.100;*;5.200;0.027;2.054;3.723;*;1986;*;*;1.61e+05;6.51e+12;9.30e+33;
2498;J1832-0836;18:32:27.5;-08:36:55.0;23.109;0.257;0.002719;8.27e-21;367.767121;-1.119e-15;28.19;41.80;0.058;*;2.083;0.009;0.818;6.584;XRS:[pb15];2013;*;*;5.21e+09;1.52e+08;1.62e+34;
2499;J1832-1021;18:32:40.8;-10:21:32.7;21.587;-0.597;0.330354;4.20e-15;3.027055;-3.850e-14;474.14;104.00;8.100;*;4.690;-0.049;1.725;4.139;*;1986;*;*;1.25e+06;1.19e+12;4.60e+33;
2500;J1832-28;18:32:30;-28:43;5.142;-8.897;0.199300;*;5.017561;*;127.00;*;11.800;*;8.167;-1.263;0.723;0.464;*;2001;*;*;*;*;*;
2501;J1833+0050_P;18:33:56.3;+00:50;31.677;4.273;0.903700;*;1.106562;*;190.90;*;*;*;7.594;0.566;3.977;2.055;*;2025;*;*;*;*;*;
2502;J1833-0046_P;18:33:53.0;-00:46;30.244;3.554;0.002950;*;338.983051;*;81.40;*;*;*;3.066;0.190;1.541;5.856;*;2025;*;*;*;*;*;
2503;J1833-0204_P;18:33:26.3;-02:04;29.036;3.057;0.004430;*;225.733634;*;312.10;*;*;*;11.984;0.639;5.808;-1.963;*;2025;*;*;*;*;*;
2504;J1833-0209;18:33:05.4;-02:09:16.4;28.918;3.094;0.291931;2.75e-15;3.425471;-3.232e-14;325.40;293.80;nan;*;13.414;0.724;6.477;-3.224;*;2015;*;*;1.68e+06;9.07e+11;4.37e+33;
2505;J1833-0338;18:33:41.8;-03:39:04.2;27.657;2.272;0.686739;4.16e-14;1.456157;-8.813e-14;234.37;-35.20;5.400;*;2.300;0.091;1.067;6.464;*;1972;*;*;2.62e+05;5.41e+12;5.07e+33;
2506;J1833-05;18:33:12;-05:13;26.209;1.662;0.744883;*;1.342493;*;380.00;*;32.000;*;9.212;0.267;4.067;0.239;*;2024;*;*;*;*;*;
2507;J1833-0556;18:33:38.8;-05:56:05;25.623;1.232;1.521545;1.27e-15;0.657227;-5.500e-16;461.00;*;69.000;*;9.389;0.202;4.059;0.036;*;2004;*;*;1.89e+07;1.41e+12;1.43e+31;
2508;J1833-0559;18:33:07.6;-05:59:25;25.514;1.321;0.483459;1.23e-14;2.068428;-5.283e-14;346.70;*;47.000;*;6.829;0.157;2.941;2.339;*;2002;*;*;6.20e+05;2.47e+12;4.31e+33;
2509;J1833-0827;18:33:40.2;-08:27:32.0;23.385;0.063;0.085291;9.18e-15;11.724522;-1.262e-12;409.75;-289.40;4.600;*;4.500;0.005;1.786;4.370;XRS:PWN[eit+11];1986;*;4;1.47e+05;8.95e+11;5.84e+35;
2510;J1833-0831;18:33:44.3;-08:31:07.7;23.340;0.020;7.565408;3.43e-12;0.132181;-6.000e-14;*;*;*;*;*;0.000;0.000;8.500;XRS:SGR_1833-0832;2010;AXP,NRAD;*;3.49e+04;1.63e+14;3.13e+32;
2511;J1833-1034;18:33:33.5;-10:34:07.5;21.501;-0.885;0.061884;2.02e-13;16.159357;-5.275e-11;169.50;60.00;2.300;*;4.100;-0.063;1.503;4.686;GRS:4FGL_J1833.5-1033[aab+22],SNR:G21.5-;2005;HE;4;4.85e+03;3.58e+12;3.37e+37;
2512;J1833-1055;18:33:58.4;-10:55:31;21.231;-1.140;0.633640;5.27e-16;1.578182;-1.312e-15;543.00;42.00;24.200;*;7.698;-0.153;2.787;1.326;*;2002;*;*;1.91e+07;5.85e+11;8.17e+31;
2513;J1833-3840;18:33:04.5;-38:40:46.0;356.011;-13.260;0.001866;1.78e-20;535.886377;-5.103e-15;78.66;*;*;ELL1;4.653;-1.067;-0.315;3.982;GRS:4FGL_J1833.0-3840[aab+22];2015;HE[aab+22],HE[kjc+25];*;1.66e+09;1.84e+08;1.08e+35;
2514;J1833-6023;18:33:14.8;-60:23:04;334.827;-21.195;1.889436;2.70e-16;0.529259;-7.563e-17;35.00;46.00;58.000;*;1.336;-0.483;-0.530;7.373;*;1978;*;*;1.11e+08;7.23e+11;1.58e+30;
2515;J1834+0143_P;18:34:30.6;+01:43;32.531;4.549;0.004640;*;215.517241;*;201.80;*;*;*;9.802;0.777;5.255;0.262;*;2025;*;*;*;*;*;
2516;J1834+0148_P;18:34:42.4;+01:48;32.628;4.543;0.161980;*;6.173602;*;179.40;*;*;*;7.649;0.606;4.111;2.078;*;2025;*;*;*;*;*;
2517;J1834+0248_P;18:34:14.6;+02:48;33.469;5.101;0.375560;*;2.662690;*;86.50;*;*;*;3.591;0.319;1.973;5.516;*;2025;*;*;*;*;*;
2518;J1834+10;18:34:27;+10:44;40.638;8.608;1.172719;*;0.852719;*;78.48;98.20;41.800;*;4.116;0.616;2.650;5.412;*;1996;*;*;*;*;*;
2519;J1834-0010;18:34:17.2;-00:10:53.3;30.812;3.732;0.520954;1.05e-17;1.919554;-3.880e-17;88.65;48.00;40.000;ELL1;3.351;0.218;1.713;5.628;*;1985;*;*;7.84e+08;7.49e+10;2.94e+30;
2520;J1834-0031;18:34:51.0;-00:31:34.3;30.570;3.449;0.329532;4.49e-16;3.034607;-4.131e-15;155.10;*;4.800;*;4.675;0.281;2.373;4.482;*;2006;*;*;1.16e+07;3.89e+11;4.95e+32;
2521;J1834-0426;18:34:25.6;-04:26:15.8;27.042;1.749;0.290108;7.19e-17;3.446989;-8.549e-16;79.31;91.93;88.000;*;2.503;0.076;1.137;6.272;*;1973;*;*;6.39e+07;1.46e+11;1.16e+32;
2522;J1834-0602;18:34:37.9;-06:02:35;25.640;0.965;0.487914;1.83e-15;2.049543;-7.680e-15;445.00;380.00;16.800;*;6.337;0.107;2.742;2.788;*;2002;*;*;4.23e+06;9.56e+11;6.21e+32;
2523;J1834-0633;18:34:29.2;-06:33:01.1;25.173;0.763;0.317315;6.04e-16;3.151444;-6.000e-15;707.00;*;101.600;*;8.355;0.111;3.553;0.939;*;2004;*;*;8.32e+06;4.43e+11;7.46e+32;
2524;J1834-0731;18:34:15.9;-07:31:05.9;24.288;0.366;0.512995;5.82e-14;1.949336;-2.212e-13;288.30;93.00;40.000;*;4.071;0.026;1.674;4.789;*;2004;*;1;1.40e+05;5.53e+12;1.70e+34;
2525;J1834-0742;18:34:31.2;-07:42:18.9;24.151;0.224;0.788374;3.24e-14;1.268434;-5.221e-14;536.70;-151.00;26.000;*;4.867;0.019;1.991;4.059;*;2004;*;*;3.85e+05;5.12e+12;2.61e+33;
2526;J1834-0812;18:34:29.8;-08:12:00;23.709;0.001;0.491142;9.96e-15;2.036073;-4.129e-14;1020.00;*;*;*;5.953;0.000;2.394;3.049;*;2011;*;*;7.81e+05;2.24e+12;3.32e+33;
2527;J1834-0845;18:34:52.1;-08:45:56.0;23.250;-0.341;2.482302;7.96e-12;0.402852;-1.292e-12;*;*;*;*;*;-0.000;0.000;8.500;XRS:CXOU_J183452.1-084556,SNR:W41(?),GRS;2012;AXP,NRAD;*;4.94e+03;1.42e+14;2.05e+34;
2528;J1834-09;18:34:36;-09:15;22.789;-0.505;0.512327;*;1.951877;*;529.00;*;64.500;*;4.851;-0.043;1.879;4.028;*;2015;*;*;*;*;*;
2529;J1834-1202;18:34:23.0;-12:02:24.9;20.287;-1.743;0.610259;7.05e-18;1.638649;-1.893e-17;342.90;-249.90;60.000;*;6.123;-0.186;2.122;2.759;*;2004;*;*;1.37e+09;6.64e+10;1.22e+30;
2530;J1834-1710;18:34:53.4;-17:10:50;15.768;-4.206;0.358306;4.69e-17;2.790910;-3.653e-16;123.80;226.00;12.200;*;3.406;-0.250;0.923;5.231;*;2003;*;*;1.21e+08;1.31e+11;4.03e+31;
2531;J1834-1855;18:34:45.9;-18:55:59;14.189;-4.977;1.465656;1.93e-15;0.682288;-8.990e-16;185.20;52.00;32.000;*;8.116;-0.704;1.982;0.661;*;2006;*;*;1.20e+07;1.70e+12;2.42e+31;
2532;J1835+0005_P;18:35:39.8;+00:05;31.206;3.547;0.026540;*;37.678975;*;116.30;*;*;*;4.016;0.248;2.077;5.072;*;2025;*;*;*;*;*;
2533;J1835+0114_P;18:35:19.4;+01:14;32.192;4.148;2.199760;*;0.454595;*;229.70;*;*;*;10.693;0.773;5.682;-0.525;*;2025;*;*;*;*;*;
2534;J1835+0158_P;18:35:22.0;+01:58;32.852;4.472;0.003320;*;301.204819;*;181.50;*;*;*;7.661;0.597;4.143;2.084;*;2025;*;*;*;*;*;
2535;J1835+0301_P;18:35:20.4;+03:01;33.788;4.955;2.298890;*;0.434993;*;212.30;*;*;*;13.252;1.145;7.342;-2.473;*;2025;*;*;*;*;*;
2536;J1835-0011_P;18:35:46.0;-00:11;30.980;3.402;0.003230;*;309.597523;*;36.20;*;*;*;1.172;0.070;0.602;7.497;*;2025;*;*;*;*;*;
2537;J1835-0113_P;18:35:08.4;-01:13;29.988;3.069;0.599630;*;1.667695;*;316.70;*;*;*;11.928;0.639;5.953;-1.816;*;2025;*;*;*;*;*;
2538;J1835-0114;18:35:21.9;-01:14:33.6;29.990;3.007;0.005116;7.00e-21;195.450398;-2.674e-16;98.25;115.50;0.400;BT;3.456;0.181;1.725;5.511;*;2009;*;*;1.16e+10;1.92e+08;2.06e+33;
2539;J1835-0149_P;18:35:19.8;-01:49;29.475;2.752;1.277610;*;0.782711;*;102.30;*;*;*;3.472;0.167;1.706;5.481;*;2025;*;*;*;*;*;
2540;J1835-0349;18:35:12.9;-03:49:09.9;27.681;1.858;0.841865;3.06e-15;1.187840;-4.315e-15;269.60;*;14.000;*;5.510;0.179;2.558;3.623;*;2006;*;*;4.36e+06;1.62e+12;2.02e+32;
2541;J1835-0522;18:35:08.1;-05:22:08;26.296;1.164;1.087749;4.73e-16;0.919330;-4.000e-16;456.00;*;23.000;*;8.790;0.179;3.893;0.621;*;2004;*;*;3.64e+07;7.26e+11;1.45e+31;
2542;J1835-0600;18:35:20.2;-06:00:00;25.758;0.829;2.221787;8.43e-15;0.450088;-1.708e-15;780.00;*;29.000;*;10.639;0.154;4.623;-1.081;*;2020;*;*;4.18e+06;4.38e+12;3.03e+31;
2543;J1835-0643;18:35:05.5;-06:43:06.4;25.093;0.552;0.305830;4.05e-14;3.269789;-4.325e-13;464.80;44.00;37.000;*;5.021;0.048;2.129;3.953;*;1986;*;*;1.20e+05;3.56e+12;5.58e+34;
2544;J1835-0847;18:35:45.7;-08:47:20;23.331;-0.548;0.846494;4.85e-16;1.181343;-6.769e-16;850.00;*;46.000;*;6.143;-0.059;2.433;2.860;*;2019;*;*;2.77e+07;6.48e+11;3.16e+31;
2545;J1835-09;18:34:36;-9:15;22.789;-0.505;0.750462;*;1.332513;*;555.00;*;120.000;*;4.935;-0.044;1.911;3.950;*;2024;*;*;*;*;*;
2546;J1835-0924;18:35:38.0;-09:24:27;22.767;-0.804;0.859192;2.14e-14;1.163884;-2.898e-14;471.00;*;41.600;*;5.043;-0.071;1.951;3.850;*;2002;*;*;6.36e+05;4.34e+12;1.33e+33;
2547;J1835-09242;18:35:21.8;-09:24:15.9;22.739;-0.744;0.235249;1.18e-17;4.250816;-2.139e-16;500.00;*;27.100;*;5.062;-0.066;1.956;3.832;*;2015;*;*;3.15e+08;5.34e+10;3.59e+31;
2548;J1835-0928;18:35:22.2;-09:28:02;22.684;-0.774;0.621734;9.69e-16;1.608405;-2.507e-15;450.00;*;39.500;*;4.881;-0.066;1.882;3.997;*;2015;*;*;1.02e+07;7.85e+11;1.59e+32;
2549;J1835-0944;18:35:46.6;-09:44:27.2;22.487;-0.989;0.145347;4.38e-15;6.880069;-2.076e-13;276.20;236.00;7.000;*;4.215;-0.073;1.612;4.606;*;2006;*;*;5.25e+05;8.08e+11;5.64e+34;
2550;J1835-0946;18:35:44.8;-09:46:38;22.451;-0.999;0.379536;4.32e-17;2.634795;-3.000e-16;193.30;*;4.000;*;3.633;-0.063;1.387;5.143;*;2006;*;*;1.39e+08;1.30e+11;3.12e+31;
2551;J1835-1020;18:35:57.6;-10:20:04.0;21.980;-1.302;0.302452;5.92e-15;3.306308;-6.473e-14;115.66;123.60;5.300;*;2.906;-0.066;1.087;5.806;*;2002;*;1;8.09e+05;1.35e+12;8.45e+33;
2552;J1835-1106;18:35:18.4;-11:06:16.1;21.222;-1.513;0.165918;2.06e-14;6.027087;-7.479e-13;132.68;44.86;3.900;*;3.160;-0.083;1.143;5.555;*;1996;*;1;1.28e+05;1.87e+12;1.78e+35;
2553;J1835-1548;18:35:50.3;-15:48:38;17.094;-3.784;0.670486;1.74e-15;1.491456;-3.870e-15;327.00;*;17.000;*;19.573;-1.292;5.741;-10.168;*;2006;*;*;6.11e+06;1.09e+12;2.28e+32;
2554;J1835-3259A;18:35:44;-32:59:25;1.532;-11.371;0.003889;*;257.135510;*;63.35;*;*;*;9.460;-1.865;0.248;-0.771;GC:NGC6652[drr11];2011;*;*;*;*;*;
2555;J1835-3259B;18:35:45.4;-32:59:25.4;1.534;-11.376;0.001830;4.34e-20;546.360586;-1.296e-14;63.51;*;0.400;ELL1;9.460;-1.866;0.248;-0.771;GC:NGC6652[grf+22];2022;HE[zxw22];*;6.68e+08;2.85e+08;2.80e+35;
2556;J1836+0014_P;18:36:54.5;+00:14;31.482;3.339;0.530460;*;1.885156;*;121.10;*;*;*;4.084;0.238;2.129;5.023;*;2025;*;*;*;*;*;
2557;J1836+0015_P;18:36:07.2;+00:15;31.406;3.522;0.629520;*;1.588512;*;219.80;*;*;*;7.107;0.437;3.697;2.446;*;2025;*;*;*;*;*;
2558;J1836+0117_P;18:36:11.7;+01:17;32.337;3.976;0.003810;*;262.467192;*;178.00;*;*;*;6.184;0.429;3.300;3.288;*;2025;*;*;*;*;*;
2559;J1836+0352_P;18:36:06.0;+03:52;34.635;5.171;0.449100;*;2.226676;*;185.10;*;*;*;11.072;0.998;6.267;-0.573;*;2025;*;*;*;*;*;
2560;J1836+0915;18:36:18.9;+09:15:37.6;39.509;7.544;0.541178;1.46e-17;1.847822;-4.990e-17;36.37;77.30;6.000;*;1.366;0.179;0.862;7.455;*;2023;*;*;5.87e+08;9.00e+10;3.64e+30;
2561;J1836+51;18:36;+51;79.890;23.083;0.692000;*;1.445087;*;44.40;*;19.000;*;5.258;2.061;4.762;7.651;*;2020;*;*;*;*;*;
2562;J1836+5925;18:36:13.6;+59:25:30.1;88.875;24.999;0.173264;1.50e-15;5.771545;-5.002e-14;*;*;*;*;0.300;0.127;0.272;8.495;GRS:4FGL_J1836.2+5925[aab+22],XRS:RX_J18;2009;XINS,NRAD[aab+22];*;1.83e+06;5.16e+11;1.14e+34;
2563;J1836-0011_P;18:36:09.5;-00:11;31.025;3.315;0.939600;*;1.064283;*;237.50;*;*;*;7.384;0.427;3.799;2.183;*;2025;*;*;*;*;*;
2564;J1836-0100_P;18:36:58.5;-01:00;30.391;2.760;0.258520;*;3.868173;*;326.50;*;*;*;10.035;0.483;5.071;-0.146;*;2025;*;*;*;*;*;
2565;J1836-0150_P;18:36:05.8;-01:50;29.549;2.574;0.005460;*;183.150183;*;199.40;*;*;*;4.863;0.218;2.396;4.274;*;2025;*;*;*;*;*;
2566;J1836-0436;18:36:51.7;-04:36:37.6;27.167;1.130;0.354238;1.66e-15;2.822961;-1.324e-14;231.45;12.00;9.300;*;4.358;0.086;1.989;4.624;*;1986;*;*;3.38e+06;7.76e+11;1.48e+33;
2567;J1836-0517;18:36:25.2;-05:17:35;26.510;0.915;0.457245;1.30e-15;2.187011;-6.227e-15;564.00;*;13.000;*;8.312;0.133;3.710;1.063;*;2004;*;*;5.56e+06;7.81e+11;5.38e+32;
2568;J1836-1008;18:36:53.9;-10:08:08.3;22.263;-1.415;0.562721;1.18e-14;1.777078;-3.726e-14;315.94;819.59;7.700;*;5.328;-0.132;2.018;3.571;*;1978;*;1;7.56e+05;2.61e+12;2.61e+33;
2569;J1836-11;18:36:06;-11:17;21.153;-1.768;0.496193;*;2.015344;*;326.00;*;25.700;*;6.066;-0.187;2.188;2.845;*;2015;*;*;*;*;*;
2570;J1836-1324;18:36:52.2;-13:24:33.6;19.348;-2.910;0.178756;1.04e-15;5.594207;-3.244e-14;157.33;*;1.600;*;3.638;-0.185;1.204;5.072;*;2006;*;*;2.73e+06;4.36e+11;7.16e+33;
2571;J1836-2354A;18:36:25.4;-23:54:52.3;9.886;-7.561;0.003354;2.32e-21;298.121588;-2.060e-16;89.11;*;*;BT;3.300;-0.434;0.562;5.277;GC:M22(NGC6656);2011;*;*;2.29e+10;8.92e+07;2.42e+33;
2572;J1836-2354B;18:36:24.3;-23:54:28.7;9.890;-7.554;0.003232;-4.80e-22;309.379715;4.594e-17;93.30;*;*;*;3.300;-0.434;0.562;5.277;GC:M22(NGC6656);2011;*;*;*;*;*;
2573;J1837+0033;18:37:41.1;+00:33:46.1;31.864;3.316;0.418131;2.27e-17;2.391594;-1.300e-16;187.40;*;*;*;5.504;0.318;2.901;3.833;*;2021;*;*;2.91e+08;9.87e+10;1.23e+31;
2574;J1837+0053;18:37:28.4;+00:53:13;32.129;3.511;0.473513;3.77e-17;2.111877;-1.680e-16;124.00;-10.00;44.800;*;4.219;0.258;2.240;4.934;*;2006;*;*;1.99e+08;1.35e+11;1.40e+31;
2575;J1837+0250_P;18:37:49.9;+02:50;33.907;4.317;0.094660;*;10.564124;*;101.00;*;*;*;4.020;0.303;2.236;5.173;*;2025;*;*;*;*;*;
2576;J1837+03;18:37:00;+03:00;33.961;4.578;0.010700;*;93.457944;*;115.70;*;*;*;4.607;0.368;2.565;4.691;*;2022;*;*;*;*;*;
2577;J1837+0420_P;18:37:43.7;+04:20;35.237;5.020;1.009490;*;0.990599;*;181.40;*;*;*;10.468;0.916;6.016;-0.017;*;2025;*;*;*;*;*;
2578;J1837+0528_P;18:37:40.5;+05:28;36.246;5.544;0.006260;*;159.744409;*;120.80;*;*;*;5.879;0.568;3.460;3.781;*;2025;*;*;*;*;*;
2579;J1837+10;18:37:00;+10:46;40.947;8.061;1.707000;*;0.585823;*;54.00;*;*;*;1.992;0.279;1.293;7.010;*;2024;*;*;*;*;*;
2580;J1837+1221;18:37:07.1;+12:21:54.7;42.411;8.739;1.963536;6.19e-15;0.509285;-1.606e-15;100.24;150.30;9.800;*;6.603;1.003;4.402;3.681;*;2001;*;*;5.02e+06;3.53e+12;3.23e+31;
